timestep,electricity demand (kW),pv yield (kW/kW),temperature,heat_demand,heat_demand_profile
2021-11-24 08:00:00,0.1019453333324856,0.01725,4.6,25.373622577141585,0.00018187895171674527
2021-11-24 09:00:00,0.1538908888710869,0.04046,4.9,24.633447178699903,0.00017657335039214866
2021-11-24 10:00:00,0.3032940555996365,0.11677,5.2,23.89258254087916,0.00017126280857727066
2021-11-24 11:00:00,0.3520323897043869,0.1349,5.5,23.07913178164467,0.00016543196708378822
2021-11-24 12:00:00,0.219823333528307,0.13207,5.6,22.75407567866033,0.0001631019543676228
2021-11-24 13:00:00,0.2355920551300046,0.08917,5.7,22.60136758191065,0.0001620073377644535
2021-11-24 14:00:00,0.2234592499838936,0.06789,5.7,22.91870802992152,0.00016428204441487615
2021-11-24 15:00:00,0.2363200274785356,0.0,5.6,23.42725519270474,0.00016792732701432898
2021-11-24 16:00:00,0.2165582775115969,0.0,5.4,23.90720984359246,0.0001713676575587612
2021-11-24 17:00:00,0.2034731950124102,0.0,5.1,24.276705959815136,0.00017401621773489192
2021-11-24 18:00:00,0.2514049166361493,0.0,4.9,24.19970773347309,0.00017346429194469134
2021-11-24 19:00:00,0.2162868334876165,0.0,4.6,24.318595017388223,0.00017431647986169833
2021-11-24 20:00:00,0.3259400565677215,0.0,4.0,25.69901194235852,0.00018421135326743076
2021-11-24 21:00:00,0.2316309444851344,0.0,4.7,24.35723177077937,0.00017459342936637217
2021-11-24 22:00:00,0.1257718611187405,0.0,4.6,25.041685875463354,0.00017949961864540298
2021-11-24 23:00:00,0.207552055507236,0.0,4.6,25.65645461346813,0.00018390630095009152
2021-11-25 00:00:00,0.0985355003568861,0.0,4.1,27.1452260235012,0.00019457786282815815
2021-11-25 01:00:00,0.1701412498050265,0.0,3.5,28.56958775198621,0.00020478773401445404
2021-11-25 02:00:00,0.1485856944613989,0.0,3.0,29.678267525589693,0.00021273478668300825
2021-11-25 03:00:00,0.1345455829408434,0.0,2.7,30.334551587288537,0.0002174390521779055
2021-11-25 04:00:00,0.3257344441095985,0.0,2.4,30.929013173141445,0.00022170017215563404
2021-11-25 05:00:00,0.2056460824966434,0.0,2.2,30.90723341212833,0.0002215440541204712
2021-11-25 06:00:00,0.333572222222222,0.0,2.0,30.867180137103887,0.0002212569509426683
2021-11-25 07:00:00,0.1869519719653659,0.04618,2.0,30.859403353137893,0.0002212012067023194
2021-11-25 08:00:00,0.1624574722290039,0.15488,2.3,30.16346905533609,0.00021621272702571423
2021-11-25 09:00:00,0.1238528054131404,0.28507,2.8,28.706563310749903,0.00020576957927375886
2021-11-25 10:00:00,0.1851846946292454,0.417,3.3,27.242083702229152,0.00019527214181883833
2021-11-25 11:00:00,0.1283473888185287,0.47105,3.6,26.461118073994665,0.00018967415480069535
2021-11-25 12:00:00,0.3325728874206537,0.42905,4.0,25.016270186260336,0.00017931743815874406
2021-11-25 13:00:00,0.2512602502187093,0.29961,4.2,25.01430145506065,0.00017930332622948672
